매물ID,제조사,모델,현재가격,차량연령,주행거리_km,연료,색상,지역,변속기,배기량,차급,좌석수,상사명,압류건수,저당건수,보험이력공개여부,보험이력건수,성능점검유형,옵션_기본코드 개수,옵션_선택코드 개수,옵션_튜닝코드 개수,옵션_기타개수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,교환_개수,판금_개수,부식_여부,교환_여부,판금_여부,외판수리_여부,보험이력_여부,사고종합_여부
40681882,0,96,360,13,218409,4,2,1,1,2199,0,11,793,0,0,1,4,1,34,0,0,0,1,0,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1
40526448,0,50,1350,9,119547,4,17,7,1,2959,1,5,446,0,0,1,9,1,38,1,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
40458218,0,13,470,15,171557,1,2,5,1,3470,3,5,432,0,0,1,5,1,40,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40899723,0,18,2490,3,95252,3,22,1,1,1598,3,5,9,0,0,1,0,1,41,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40886130,0,57,9999,6,151984,4,22,10,1,2199,0,9,242,0,0,1,0,1,41,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
40895637,0,66,790,5,23941,1,22,1,1,998,2,2,253,0,0,1,1,1,22,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
40797015,0,50,1380,9,130861,4,11,1,1,2959,1,5,133,0,0,1,4,1,38,2,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
40589333,0,97,5440,0,59,1,1,8,1,2497,8,5,821,0,0,1,0,1,46,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40611608,0,69,1950,4,43464,1,22,1,1,1591,1,5,732,0,0,1,0,1,33,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40577999,0,58,6490,2,36209,3,22,1,1,1598,0,9,883,0,0,1,0,1,49,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41069138,0,89,810,8,74040,1,22,6,1,998,2,5,606,0,0,1,6,1,27,2,0,0,0,0,1,1,0,1,1,1,0,1,2,0,0,1,0,1,1,1
41069214,0,78,3850,4,59794,3,2,1,1,1598,1,5,23,0,0,1,0,1,48,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41019566,0,82,1620,5,73505,1,22,8,1,1591,6,5,256,0,0,1,1,1,41,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41014649,0,78,3470,3,32940,3,17,8,1,1598,1,5,683,0,0,1,0,1,47,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40733951,0,92,1299,9,143052,4,2,1,1,2199,0,9,762,0,0,1,1,1,44,1,0,1,1,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41164439,0,95,2340,5,160607,4,17,1,1,2151,0,9,920,0,0,1,0,1,50,7,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,0,1
41038370,0,95,2580,4,63132,4,22,1,1,2151,0,9,633,0,0,1,1,1,39,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41184995,0,78,2940,3,67625,4,22,1,1,2151,1,5,253,0,0,1,0,1,42,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41182238,0,69,2260,4,44137,1,17,1,1,1591,1,5,62,0,0,1,0,1,41,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41175702,0,78,2999,5,85346,3,2,1,1,1598,1,7,874,0,0,1,0,1,47,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41146920,0,14,2199,6,98583,1,22,1,1,2497,3,5,828,0,0,1,1,1,49,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41102776,0,56,4150,2,12670,3,22,1,1,1598,1,5,124,0,0,1,0,1,50,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41088478,0,78,2900,4,76649,3,2,10,1,1598,1,5,943,0,0,1,4,1,47,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41168267,0,9,2250,6,86948,1,2,7,1,1591,7,5,860,0,0,1,1,1,47,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41165423,0,9,1800,6,41211,1,17,13,1,1999,7,5,869,0,0,1,0,1,38,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41308046,0,3,3240,4,80561,5,19,1,1,111,6,5,987,0,0,1,1,1,47,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41322206,0,71,1550,8,141318,1,2,1,1,1998,7,5,678,0,0,1,3,1,47,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41293306,0,12,2450,3,78491,3,19,1,1,1999,7,5,478,0,0,1,0,1,45,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41209970,0,9,2420,6,43659,1,17,7,1,1598,7,5,982,0,0,1,0,1,46,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41261317,0,78,4299,3,29572,3,22,8,1,1598,1,6,123,0,0,1,0,1,49,8,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41253387,0,78,3550,3,16921,1,22,1,1,2497,1,5,544,0,0,1,1,1,47,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41203053,0,77,1800,6,86133,4,22,1,1,1995,1,5,845,0,0,1,0,1,40,4,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
41077137,0,56,3740,2,39885,1,2,1,1,2497,1,5,776,0,0,1,0,1,49,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41014138,0,68,4380,4,39714,4,2,1,1,2959,1,6,447,0,0,1,1,1,48,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40958027,0,10,550,12,151030,3,2,8,1,1999,7,5,556,0,0,1,8,1,33,1,0,0,0,0,1,1,1,1,0,1,1,1,0,2,0,0,1,1,1,1
40953881,0,95,4430,5,64168,4,2,6,1,2151,0,9,113,0,0,1,0,1,44,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40852340,0,95,3800,4,73051,4,22,1,1,2151,0,9,886,0,0,1,1,1,48,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40728358,0,23,890,12,127782,4,22,5,1,1995,1,5,593,0,0,1,3,1,37,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41534171,0,94,440,14,159356,1,22,1,1,1591,4,5,570,0,0,1,0,1,30,3,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
41535467,0,9,1880,4,64635,0,2,1,1,1999,7,5,619,0,0,1,2,1,35,1,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41517580,0,95,3640,3,31729,4,22,1,1,2151,0,9,271,0,0,1,0,1,48,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41421780,0,14,2080,5,75122,1,2,1,1,2497,3,5,10,0,0,1,1,1,48,5,0,1,1,1,1,1,1,1,1,1,1,1,4,2,0,1,1,1,1,1
41375556,0,57,2430,7,59991,4,22,1,1,2199,0,9,502,0,0,1,0,1,47,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41408331,0,92,1050,9,130744,4,2,1,1,2199,0,9,230,0,0,1,4,1,36,1,0,1,0,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1
41368672,0,47,850,5,70818,1,22,1,1,998,2,2,958,0,0,1,1,1,17,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41368858,0,68,3550,6,53897,4,2,1,1,2959,1,6,920,0,0,1,1,1,49,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41234097,0,92,1650,10,76366,1,22,1,1,3342,0,9,932,0,0,1,13,1,46,2,0,0,0,0,1,1,1,1,1,1,1,1,0,3,0,0,1,1,1,1
41333515,0,95,3150,5,60905,4,22,8,1,2151,0,9,72,0,1,1,1,1,49,7,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41508630,0,44,1749,3,20621,1,22,8,1,998,2,5,907,0,0,1,0,1,34,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41556839,0,52,3070,1,14506,1,17,1,1,1598,1,5,636,0,0,1,0,1,47,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41621151,0,57,1890,7,70957,1,22,13,1,3342,0,9,869,0,0,1,0,1,42,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41533625,0,39,450,13,184589,1,11,5,1,2359,3,5,597,0,0,1,7,1,38,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
41459442,0,95,3290,5,48145,4,2,10,1,2151,0,7,164,0,0,1,1,1,47,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41437166,0,56,4680,2,21158,3,22,8,1,1598,1,7,256,0,0,1,0,1,50,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41435682,0,39,620,13,154644,1,2,1,1,2999,3,5,955,0,0,1,12,1,43,1,0,0,0,0,1,1,1,1,1,1,1,1,0,5,0,0,1,1,1,1
41567798,0,77,1930,7,67346,1,22,6,1,1999,1,5,113,0,0,1,3,1,32,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
41487993,0,78,2450,5,88039,1,19,10,1,2497,1,7,686,0,0,1,3,1,43,4,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41474191,0,57,2039,6,59686,4,2,1,1,2199,0,9,858,0,0,1,0,1,44,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41453591,0,86,1499,7,128695,1,2,1,1,3342,3,5,723,0,0,1,2,1,50,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41625577,0,95,3270,3,50742,1,22,1,1,3470,0,9,732,0,0,1,1,1,46,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41393987,0,55,2370,6,54921,4,17,1,1,1995,1,7,655,0,0,1,1,1,47,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41381474,0,74,3020,2,36221,1,17,8,1,1598,1,5,680,0,0,1,1,1,46,6,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1
41427463,0,74,2890,2,25315,1,14,8,1,1598,1,5,679,0,0,1,1,1,45,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41603413,0,95,2620,3,61175,1,22,1,1,3470,0,9,156,0,0,1,0,1,39,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41498632,0,95,2870,4,115780,4,22,8,1,2151,0,9,680,0,0,1,1,1,49,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41166358,0,44,1549,3,22575,1,22,13,1,998,2,5,383,0,0,1,3,1,26,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
41145819,0,74,2120,3,102118,4,22,1,1,1998,1,5,640,0,0,1,0,1,38,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41115431,0,74,2390,2,43754,1,17,10,1,1598,1,5,788,0,0,1,1,1,35,1,1,2,0,1,1,1,0,1,1,1,1,1,5,0,0,1,0,1,1,1
41310512,0,64,690,10,69054,1,18,13,1,998,2,5,299,0,0,1,9,1,25,1,0,0,0,0,1,1,0,1,1,1,0,1,6,0,0,1,0,1,1,1
41259067,0,25,220,17,193926,0,2,3,1,2656,3,5,592,0,0,1,5,1,34,0,0,0,0,0,1,1,1,1,1,1,1,1,1,6,0,1,1,1,1,1
41299177,0,77,1485,7,85112,4,17,8,1,1995,1,5,51,0,0,1,4,1,33,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
41240989,0,69,1830,3,97948,1,22,1,1,1591,1,5,393,0,0,1,1,1,41,3,0,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1
41251758,0,58,6850,1,60,3,18,1,1,1598,0,9,314,0,0,0,0,0,51,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41237964,0,75,2790,2,46918,3,21,1,1,1598,1,5,454,0,0,1,3,1,39,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41187427,0,95,3250,3,99176,4,22,1,1,2151,0,9,457,0,0,1,1,1,48,6,0,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1
40917870,0,9,2050,6,55742,1,22,10,1,1999,7,5,765,0,0,1,2,1,47,7,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
40951552,0,78,1890,5,195151,4,2,10,1,2151,1,5,820,0,0,1,1,1,47,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40774518,0,92,1320,9,135909,4,22,13,1,2199,0,9,485,0,0,1,1,1,44,3,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41085315,0,58,6950,2,27656,3,2,1,1,1598,0,9,578,0,0,1,2,1,51,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41071847,0,74,2490,2,33530,1,2,1,1,1598,1,5,997,0,0,1,6,1,46,2,0,1,1,1,1,1,1,1,1,1,1,1,6,0,0,1,0,1,1,1
41461617,0,86,1199,9,169145,4,2,1,1,2199,3,5,225,0,0,1,9,1,50,4,0,0,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1
41461600,0,95,3199,5,32734,4,19,1,1,2151,0,9,1,0,0,1,1,1,48,8,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41467664,0,92,790,9,229459,4,22,5,1,2199,0,9,950,0,0,1,0,1,33,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
41398634,0,9,2690,3,67110,1,17,2,1,1598,7,5,674,0,0,1,0,1,44,6,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41391639,0,92,1290,10,232893,1,2,10,1,3342,0,9,647,0,0,1,9,1,47,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41371231,0,95,2430,4,102428,1,2,10,1,3470,0,9,682,0,0,1,2,1,46,3,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41530623,0,92,1650,9,95138,4,22,8,1,2199,0,7,915,0,0,1,3,1,41,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41552362,0,57,950,7,204614,4,22,1,1,2199,0,9,12,0,0,1,0,1,35,3,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
41509653,0,78,2430,4,82802,4,17,10,1,2151,1,5,788,0,0,1,0,1,42,1,0,0,0,1,1,1,1,1,1,1,1,1,4,0,0,1,0,1,0,1
41630822,0,92,740,11,207497,4,22,5,1,2199,0,9,466,0,0,1,4,1,39,3,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
41005266,0,74,2599,4,97082,1,2,8,1,1598,1,5,803,0,0,1,0,1,46,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41005335,0,96,250,13,229833,4,22,1,1,2199,0,11,850,0,0,1,3,1,24,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1
40965961,0,95,3090,5,50256,4,2,10,1,2151,0,7,739,0,0,1,3,1,48,4,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
40971143,0,17,2350,2,28361,1,2,6,1,2497,3,5,925,0,0,1,0,1,39,2,0,0,0,1,1,1,1,1,1,1,1,1,4,0,0,1,0,1,0,1
40969716,0,17,3550,3,7742,1,2,6,1,2497,3,5,970,0,0,1,0,1,50,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40965650,0,92,1490,10,183267,4,2,13,1,2199,0,9,383,0,0,1,0,1,41,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
40601486,0,61,390,14,186997,1,22,10,1,2359,3,5,28,0,0,1,5,1,29,0,0,0,0,0,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1
40555820,0,33,690,10,80668,1,2,12,1,1591,6,5,5,0,0,1,9,1,30,2,0,0,0,0,1,1,1,1,1,1,0,1,7,2,0,1,1,1,1,1
40972344,0,95,2650,5,97100,4,2,13,1,2151,0,7,612,0,0,1,2,1,46,2,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1
40928034,0,58,4350,2,14561,4,22,8,1,2151,0,9,256,0,0,1,0,1,48,6,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41315012,0,95,2800,3,46711,1,22,8,1,3470,0,9,803,0,0,1,1,1,40,6,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41309124,0,88,370,11,170856,1,18,7,1,998,2,5,289,0,0,1,2,1,26,2,0,0,0,0,1,1,1,1,1,1,0,1,4,0,0,1,0,1,1,1
41260317,0,57,1950,7,77750,1,22,6,1,3342,0,9,983,0,0,0,0,1,46,3,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,0,1
41247031,0,12,2230,3,53505,3,19,7,1,1999,7,5,684,0,0,1,0,1,40,3,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
41238041,0,86,1080,9,131094,1,17,1,1,2359,3,5,187,0,0,1,3,1,47,2,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1
41460896,0,58,4699,2,25762,3,22,6,1,1598,0,9,270,0,0,1,0,1,49,5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41434647,0,95,3159,4,96728,4,22,6,1,2151,0,9,270,0,0,1,1,1,49,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41430773,0,92,890,10,311414,4,2,1,1,2199,0,9,941,0,0,1,12,1,41,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41439049,0,96,260,14,203877,4,2,1,1,2199,0,11,903,0,0,1,8,1,30,1,0,0,1,0,1,1,1,0,1,1,0,1,2,0,0,1,0,1,1,1
41394224,0,8,570,10,198683,4,22,2,1,1685,7,5,513,0,0,1,7,1,40,4,0,0,0,0,1,1,1,1,1,1,1,1,3,2,0,1,1,1,1,1
41032176,0,86,899,10,151463,1,22,1,1,2359,3,5,847,0,0,1,8,1,39,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41028706,0,87,790,9,203993,3,17,1,1,2359,3,5,212,0,0,1,6,1,40,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
40169122,0,96,320,13,199214,4,2,8,1,2199,0,11,435,0,0,1,5,1,22,1,0,0,0,0,1,1,0,0,0,1,0,1,2,1,0,1,1,1,1,1
40253201,0,92,1890,10,46288,4,2,9,1,2199,0,9,627,0,0,1,4,1,47,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,1,0,1,1,1
40142493,0,5,499,13,139510,1,22,1,1,1591,6,5,625,0,0,1,6,1,31,3,0,0,0,0,1,1,1,1,1,1,0,1,5,0,0,1,0,1,1,1
39710343,0,92,980,8,231915,4,22,1,1,2199,0,9,900,0,0,1,1,1,36,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1
40709908,0,47,9999,7,69748,1,22,10,1,998,2,5,101,0,0,1,1,1,27,0,0,0,0,0,1,0,0,1,1,1,0,1,2,2,0,1,1,1,1,1
40717590,0,56,4690,2,26534,3,2,7,1,1598,1,5,697,0,0,1,1,1,51,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40660962,0,69,1919,3,76868,1,22,1,1,1591,1,5,197,0,0,0,0,1,40,2,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1
40195667,0,5,350,12,151791,1,11,4,1,1591,6,5,985,0,0,1,5,1,26,0,0,1,0,0,1,1,1,0,1,1,0,1,2,2,0,1,1,1,1,1
41518290,0,92,790,10,184115,4,22,1,1,2199,0,9,618,0,0,1,1,1,35,1,0,0,0,0,1,1,0,1,1,1,1,1,0,5,0,0,1,1,1,1
41510399,0,14,1480,6,135920,1,22,10,1,2497,3,5,284,0,0,1,2,0,38,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41512695,0,95,2240,5,107626,4,21,1,1,2151,0,9,158,0,0,1,0,1,44,2,0,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,0,1
41512154,0,78,3460,4,28033,4,22,1,1,2151,1,5,736,0,0,1,0,1,42,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
39583538,0,67,1070,11,188451,4,17,4,1,2959,1,7,996,0,0,1,3,1,44,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
39383198,0,58,3671,2,20000,1,22,8,1,3470,0,9,314,0,0,1,0,0,51,9,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
39361181,0,96,320,13,255232,4,2,5,1,2199,0,11,747,0,0,1,3,1,30,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1
39263397,0,92,1190,10,117306,4,22,8,1,2199,0,9,392,0,0,1,3,1,39,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
38611708,0,92,1750,10,83631,4,2,1,1,2199,0,9,43,0,0,1,3,1,41,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
38662425,0,96,350,14,198821,4,2,14,1,2199,0,9,416,0,0,1,9,1,28,2,0,0,0,0,1,1,1,0,1,1,0,1,2,2,1,1,1,1,1,1
38107721,0,92,1650,9,142888,4,2,5,1,2199,0,9,944,0,0,1,6,1,48,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40945971,0,18,3130,4,41512,3,2,7,1,1598,3,5,216,0,0,1,2,1,51,7,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
40758252,0,9,1650,6,130492,1,2,1,1,1598,7,5,948,0,0,1,2,1,39,3,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
40762275,0,60,550,9,127244,1,11,12,1,1591,4,5,5,0,0,1,7,1,26,0,0,0,0,0,1,0,0,1,0,1,0,1,6,1,0,1,1,1,1,1
41096111,0,75,2950,4,71756,3,2,13,1,1598,1,5,612,0,0,1,0,1,46,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
41057031,0,92,890,11,106945,4,11,10,1,2199,0,11,889,0,0,1,8,1,38,1,0,0,0,0,1,1,1,1,1,1,1,1,5,1,0,1,1,1,1,1
41033431,0,55,2270,6,44657,1,11,1,1,1998,1,5,353,0,0,1,1,1,45,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41602882,0,11,990,8,141278,3,2,7,1,1999,7,5,289,0,0,1,11,1,37,2,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1
41341754,0,56,3650,2,26072,4,17,1,1,2151,1,5,875,0,0,1,0,1,41,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41632062,0,90,1300,10,139262,4,17,1,1,1995,1,7,875,0,0,1,2,1,46,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41512562,0,69,1890,4,109408,1,22,1,1,1591,1,5,875,0,0,1,1,1,40,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41464829,0,51,2480,3,54675,1,22,1,1,1598,1,5,875,0,0,1,1,1,43,5,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
41563180,0,50,1800,8,117239,4,2,1,1,2959,1,5,875,0,0,1,5,1,44,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41519709,0,56,3730,2,35551,1,17,1,1,2497,1,6,875,0,0,1,0,1,48,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41440155,0,51,2550,3,59041,1,17,1,1,1598,1,5,875,0,0,1,1,1,45,4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41623430,0,14,2180,6,70744,1,2,1,1,2497,3,5,875,0,0,1,4,1,44,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41563148,0,86,1550,9,82757,1,2,1,1,2359,3,5,875,0,0,1,2,1,48,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41589676,0,33,990,8,114545,1,22,1,1,1591,6,5,875,0,0,1,0,1,30,2,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
41589339,0,69,1770,4,87029,1,2,1,1,1591,1,5,875,0,0,1,2,1,32,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
41650978,0,78,3290,3,25030,1,17,1,1,2497,1,5,875,0,0,1,2,1,47,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41651045,0,95,2780,5,119653,4,17,1,1,2151,0,9,875,0,0,1,1,1,48,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41651067,0,55,2050,7,81352,4,2,1,1,2199,1,5,875,0,0,1,0,1,43,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41632044,0,50,1400,9,160109,4,22,1,1,2959,1,5,875,0,0,1,1,1,43,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
40918027,0,68,3250,5,53366,4,17,7,1,2959,1,5,902,0,0,1,1,1,47,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41170142,0,74,2650,4,40196,1,22,7,1,1598,1,5,902,0,0,1,0,1,39,5,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41574595,0,95,3140,5,94359,4,2,7,1,2151,0,7,462,0,0,1,1,1,48,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41646820,0,58,4350,1,18765,1,2,1,1,3470,0,7,174,0,0,1,0,1,51,6,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
