매물ID,모델,모델_원본,모델_LE,모델_평균가_TE,현재가격_만원,주행거리_km,배기량_cc,좌석수,차량연령,사고강도점수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,제조사_현대,제조사_기아,제조사_제네시스,제조사_KG모빌리티(쌍용),제조사_쉐보레(GM대우),제조사_르노코리아(삼성),연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_전기,연료_수소,색상_흰색,색상_검정색,색상_은색,색상_기타,변속기_오토계열,차급_SUV계열,차급_세단계열
40787827,크루즈,어메이징 뉴 크루즈,95,436.8064516,390,122874,1362,5,11,17,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40789792,마티즈,마티즈 크리에이티브,39,209.8571429,180,134258,995,5,15,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40796520,스파크,더 뉴 스파크,54,781.057971,740,71590,999,5,8,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40802791,트랙스,트랙스 크로스오버,103,2271.833333,2599,7039,1199,5,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40806848,알페온,알페온,70,397.8636364,190,195365,2384,5,12,21,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40814625,스파크,스파크,54,384.7345133,299,115261,995,5,13,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40814891,스파크,스파크,54,384.7345133,290,136372,995,5,11,11,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40816715,스파크,스파크,54,384.7345133,240,107553,995,5,14,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40818118,올란도,올란도,77,499.057971,440,126119,1998,7,15,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40819804,라보,뉴 라보,32,698.7,547,78685,796,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
40821065,스파크,더 넥스트 스파크,54,547.0505051,350,90619,999,5,10,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40823560,트랙스,트랙스 크로스오버,103,2271.833333,2050,29576,1199,5,3,6,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40825634,카마로,더 뉴 카마로,87,3566.333333,2950,52800,6162,4,7,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40837740,크루즈,크루즈,95,307.05,270,183773,1998,5,13,15,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
40844929,올란도,올란도,77,499.057971,550,114243,1998,7,10,9,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40845745,올란도,올란도,77,499.057971,550,147242,1598,7,10,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40850856,트랙스,트랙스,103,507.3877551,590,147155,1362,5,10,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40851458,스파크,더 뉴 스파크,54,781.057971,590,90113,999,5,8,11,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40853569,스파크,더 뉴 스파크,54,781.057971,790,83223,999,5,8,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40854369,이쿼녹스,이쿼녹스,79,1094.105263,990,82810,1598,5,8,18,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40855588,크루즈,크루즈,95,307.05,230,147366,1598,5,14,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40856994,스파크,더 넥스트 스파크,54,547.0505051,590,61547,999,5,10,7,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40857349,말리부,말리부,40,392.4363636,290,157730,1998,5,12,7,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40859237,스파크,스파크,54,384.7345133,250,158903,995,5,12,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40859249,스파크,스파크,54,384.7345133,230,125913,995,5,14,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40860212,타호,타호,98,6412.714286,6290,7090,6162,7,3,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40861201,스파크,더 넥스트 스파크,54,547.0505051,620,67770,999,5,9,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40864710,스파크,더 뉴 스파크,54,781.057971,730,89223,999,5,8,8,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40865659,트래버스,트래버스,102,3103.846154,2890,40617,3564,7,5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40868379,말리부,말리부,40,392.4363636,320,130892,1956,5,12,10,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
40869116,스파크,더 뉴 스파크,54,781.057971,840,57658,999,5,8,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40870488,콜로라도,리얼 뉴 콜로라도,94,2876.03125,2900,36825,3649,5,4,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
40871728,말리부,말리부,40,392.4363636,440,124268,1956,5,12,6,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
40872431,스파크,스파크,54,384.7345133,299,174400,995,5,14,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40876626,트랙스,더 뉴 트랙스,103,1111.75,1120,42716,1362,5,6,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40876696,크루즈,크루즈,95,307.05,350,84105,1796,5,12,7,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40877728,트랙스,더 뉴 트랙스,103,1111.75,650,109881,1598,5,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40877776,올란도,올란도,77,499.057971,680,129205,1998,7,10,4,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40879140,스파크,스파크,54,384.7345133,200,107158,995,5,12,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40880373,캡티바,캡티바,90,549.84375,630,148103,2231,5,11,8,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40887877,트랙스,트랙스,103,507.3877551,680,75171,1598,5,10,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40889449,올란도,올란도,77,499.057971,490,151202,1998,7,12,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
40889874,크루즈,크루즈,95,307.05,380,96338,1796,5,12,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40891790,알페온,알페온,70,397.8636364,780,33255,2384,5,11,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40892386,올란도,올란도,77,499.057971,890,63974,1598,7,10,4,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40897516,올란도,올란도,77,499.057971,450,121554,1998,7,11,2,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40898330,콜로라도,콜로라도,94,2707.538462,2150,45376,3649,5,6,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
40898523,트래버스,트래버스,102,3103.846154,2695,51777,3564,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40899200,콜로라도,콜로라도,94,2707.538462,1999,93636,3649,5,6,4,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
40900609,말리부,올 뉴 말리부,40,921,600,194508,1998,5,9,8,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40901033,트랙스,트랙스 크로스오버,103,2271.833333,2260,25997,1199,5,3,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40901568,캡티바,캡티바,90,549.84375,499,135942,1998,7,12,2,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40903102,트랙스,트랙스,103,507.3877551,470,52952,1362,5,11,28,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40903260,올란도,올란도,77,499.057971,370,207861,1598,7,10,5,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40903906,트래버스,트래버스,102,3103.846154,2990,39192,3564,7,5,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40904359,트래버스,트래버스,102,3103.846154,4030,22663,3564,7,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40917259,올란도,올란도,77,499.057971,550,134272,1998,7,11,10,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
40918535,스파크,스파크,54,384.7345133,359,88545,995,5,13,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40919043,트랙스,트랙스,103,507.3877551,395,137324,1362,5,12,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40919143,올란도,올란도,77,499.057971,500,101932,1998,7,10,19,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40921655,올란도,올란도,77,499.057971,399,105880,1998,7,15,4,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
40923586,스파크,더 넥스트 스파크,54,547.0505051,590,56127,999,5,9,5,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40926557,트랙스,더 뉴 트랙스,103,1111.75,1030,59985,1362,5,6,3,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40929421,스파크,스파크,54,384.7345133,230,121508,995,5,14,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40930745,말리부,말리부,40,392.4363636,360,152231,1998,5,14,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40930777,타호,타호,98,6412.714286,5670,16710,6162,7,4,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40931198,스파크,더 넥스트 스파크,54,547.0505051,580,99834,999,5,10,5,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40934470,트레일블레이저,트레일블레이저,104,2001.877551,1550,70936,1341,5,6,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40934670,스파크,더 뉴 스파크,54,781.057971,860,18952,999,5,7,4,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40936039,알페온,알페온,70,397.8636364,300,141875,2997,5,15,14,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40940388,올란도,올란도,77,499.057971,420,158268,1998,7,13,6,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
40942154,크루즈,어메이징 뉴 크루즈,95,436.8064516,370,83424,1796,5,11,6,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40943156,말리부,더 뉴 말리부,40,1586.122807,1399,49351,1998,5,5,4,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40946243,트레일블레이저,더 뉴 트레일블레이저,104,2463.333333,2250,32097,1341,5,2,6,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40951909,트랙스,트랙스,103,507.3877551,390,144896,1362,5,11,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40952730,말리부,올 뉴 말리부,40,921,1390,56617,1998,5,8,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40952928,스파크,스파크,54,384.7345133,295,113498,995,5,14,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40953077,올란도,올란도,77,499.057971,520,115889,1598,7,10,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40953778,말리부,올 뉴 말리부,40,921,830,56763,1490,5,8,19,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40954860,트랙스,트랙스,103,507.3877551,530,79921,1362,5,12,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
40959086,스파크,더 넥스트 스파크,54,547.0505051,478,72371,999,5,9,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40959149,스파크,스파크,54,384.7345133,348,74435,995,5,12,9,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40961262,트랙스,트랙스,103,507.3877551,550,83269,1362,5,10,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40961644,임팔라,임팔라,80,777.3478261,1240,49243,3564,5,10,3,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40962046,스파크,더 넥스트 스파크,54,547.0505051,500,80282,999,5,8,12,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40965631,스파크,더 넥스트 스파크,54,547.0505051,540,104106,999,5,11,7,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40966342,말리부,올 뉴 말리부,40,921,890,87379,1490,5,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40971129,트레일블레이저,더 뉴 트레일블레이저,104,2463.333333,2290,17774,1341,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40972989,말리부,올 뉴 말리부,40,921,870,120565,1490,5,8,9,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40973078,말리부,올 뉴 말리부,40,921,1060,111847,1998,5,9,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40973954,크루즈,크루즈,95,307.05,170,190588,1796,5,14,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40974888,트랙스,더 뉴 트랙스,103,1111.75,1100,39049,1362,5,7,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40978363,캡티바,캡티바,90,549.84375,650,98875,1998,7,12,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40982957,말리부,더 뉴 말리부,40,1586.122807,1090,114336,1998,5,7,7,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40983518,임팔라,임팔라,80,777.3478261,750,98218,2457,5,11,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40984029,트랙스,더 뉴 트랙스,103,1111.75,880,95573,1362,5,8,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
40984680,크루즈,어메이징 뉴 크루즈5,95,530,530,97066,1362,5,11,7,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40985017,트래버스,트래버스,102,3103.846154,2350,68682,3564,7,6,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
40985214,올란도,올란도,77,499.057971,380,195939,1998,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40986500,아베오,아베오 세단,63,298.5333333,349,73815,1598,5,13,8,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40988778,마티즈,마티즈 크리에이티브,39,209.8571429,279,85838,995,5,15,18,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40989192,말리부,올 뉴 말리부,40,921,720,148588,1490,5,10,6,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
40991524,말리부,올 뉴 말리부,40,921,700,91342,1998,5,10,25,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40991695,트랙스,더 뉴 트랙스,103,1111.75,670,101795,1362,5,8,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
40993404,스파크,더 넥스트 스파크,54,547.0505051,400,118207,999,5,10,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40994681,말리부,올 뉴 말리부,40,921,1050,56293,1490,5,9,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40994721,올란도,올란도,77,499.057971,499,156750,1998,7,11,5,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40995379,카마로,올 뉴 카마로,87,3853.2,2599,66513,6162,4,9,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40995597,스파크,스파크,54,384.7345133,220,122065,995,5,13,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
40999395,트래버스,트래버스,102,3103.846154,2490,68011,3564,7,6,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
41001244,크루즈,크루즈,95,307.05,250,141889,1998,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
41002003,크루즈,어메이징 뉴 크루즈,95,436.8064516,530,87849,1796,5,10,9,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41002264,말리부,올 뉴 말리부,40,921,830,34876,1490,5,10,13,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41004972,올란도,올란도,77,499.057971,750,95348,1998,7,9,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
41006178,올란도,올란도,77,499.057971,550,173678,1998,7,9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
41008111,스파크,더 넥스트 스파크,54,547.0505051,420,149187,999,5,10,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41008288,올란도,올란도,77,499.057971,680,152014,1998,7,11,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
41009054,트래버스,트래버스,102,3103.846154,2610,39083,3564,7,6,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
41011915,스파크,스파크,54,384.7345133,320,100402,995,5,13,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
41012878,크루즈,어메이징 뉴 크루즈,95,436.8064516,349,99370,1796,5,11,2,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41014658,이쿼녹스,이쿼녹스,79,1094.105263,949,171121,1598,5,7,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
41016962,트랙스,트랙스 크로스오버,103,2271.833333,1990,71105,1199,5,3,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
41017233,아베오,아베오 세단,63,298.5333333,267,94538,1598,5,13,12,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41017522,올란도,올란도,77,499.057971,270,163512,1998,7,13,10,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41020132,트레일블레이저,트레일블레이저,104,2001.877551,1580,49675,1341,5,6,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41020373,트랙스,더 뉴 트랙스,103,1111.75,840,88755,1362,5,7,4,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
41025619,말리부,올 뉴 말리부,40,921,1200,65837,1490,5,8,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41025645,트랙스,더 뉴 트랙스,103,1111.75,850,76358,1598,5,9,9,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41026279,스파크,더 넥스트 스파크,54,547.0505051,600,73438,999,5,11,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
41026506,알페온,알페온,70,397.8636364,510,91502,2384,5,12,7,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41027492,트레일블레이저,트레일블레이저,104,2001.877551,1590,81130,1341,5,6,4,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41027543,트랙스,더 뉴 트랙스,103,1111.75,700,123964,1362,5,9,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41027553,올란도,올란도,77,499.057971,500,81072,1998,7,15,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
41027728,스파크,스파크,54,384.7345133,290,120073,995,5,13,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
41028611,스파크,스파크,54,384.7345133,319,96598,995,5,11,14,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
41028966,말리부,더 뉴 말리부,40,1586.122807,999,112751,1341,5,7,9,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
41032154,말리부,올 뉴 말리부,40,921,1350,33574,1490,5,9,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
41033915,트레일블레이저,트레일블레이저,104,2001.877551,9999,99185,1341,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41037589,올란도,올란도,77,499.057971,399,145555,1998,7,14,4,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
41037603,이쿼녹스,이쿼녹스,79,1094.105263,990,92250,1598,5,8,11,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
41039329,콜로라도,리얼 뉴 콜로라도,94,2876.03125,2890,58654,3649,5,4,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
41041085,콜로라도,콜로라도,94,2707.538462,2450,12375,3649,5,6,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
41041543,스파크,더 넥스트 스파크,54,547.0505051,450,97838,999,5,10,4,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
